Date,Valeur,Source
26/06/2022 23:00:00,3.529,4
27/06/2022 00:00:00,4.498,4
27/06/2022 01:00:00,5.394,4
27/06/2022 02:00:00,6.005,4
27/06/2022 03:00:00,6.168,4
27/06/2022 04:00:00,5.783,4
27/06/2022 05:00:00,4.997,4
27/06/2022 06:00:00,4.11,4
27/06/2022 07:00:00,3.269,4
27/06/2022 08:00:00,2.568,4
27/06/2022 09:00:00,2.213,4
27/06/2022 10:00:00,2.489,4
27/06/2022 11:00:00,3.263,4
27/06/2022 12:00:00,4.248,4
27/06/2022 13:00:00,5.234,4
27/06/2022 14:00:00,5.974,4
27/06/2022 15:00:00,6.303,4
27/06/2022 16:00:00,6.087,4
27/06/2022 17:00:00,5.365,4
27/06/2022 18:00:00,4.442,4
27/06/2022 19:00:00,3.503,4
27/06/2022 20:00:00,2.696,4
27/06/2022 21:00:00,2.173,4
27/06/2022 22:00:00,2.19,4
27/06/2022 23:00:00,2.792,4
28/06/2022 00:00:00,3.725,4
28/06/2022 01:00:00,4.767,4
28/06/2022 02:00:00,5.663,4
28/06/2022 03:00:00,6.173,4
28/06/2022 04:00:00,6.154,4
28/06/2022 05:00:00,5.578,4
28/06/2022 06:00:00,4.711,4
28/06/2022 07:00:00,3.77,4
28/06/2022 08:00:00,2.917,4
28/06/2022 09:00:00,2.307,4
28/06/2022 10:00:00,2.174,4
28/06/2022 11:00:00,2.699,4
28/06/2022 12:00:00,3.63,4
28/06/2022 13:00:00,4.703,4
28/06/2022 14:00:00,5.705,4
28/06/2022 15:00:00,6.372,4
28/06/2022 16:00:00,6.505,4
28/06/2022 17:00:00,6.044,4
28/06/2022 18:00:00,5.188,4
28/06/2022 19:00:00,4.195,4
28/06/2022 20:00:00,3.244,4
28/06/2022 21:00:00,2.47,4
28/06/2022 22:00:00,2.082,4
28/06/2022 23:00:00,2.312,4
29/06/2022 00:00:00,3.097,4
29/06/2022 01:00:00,4.159,4
29/06/2022 02:00:00,5.211,4
29/06/2022 03:00:00,6.001,4
29/06/2022 04:00:00,6.339,4
29/06/2022 05:00:00,6.097,4
29/06/2022 06:00:00,5.347,4
29/06/2022 07:00:00,4.377,4
29/06/2022 08:00:00,3.402,4
29/06/2022 09:00:00,2.606,4
29/06/2022 10:00:00,2.125,4
29/06/2022 11:00:00,2.213,4
29/06/2022 12:00:00,2.96,4
29/06/2022 13:00:00,4.045,4
29/06/2022 14:00:00,5.171,4
29/06/2022 15:00:00,6.062,4
29/06/2022 16:00:00,6.49,4
29/06/2022 17:00:00,6.372,4
29/06/2022 18:00:00,5.724,4
29/06/2022 19:00:00,4.745,4
29/06/2022 20:00:00,3.692,4
29/06/2022 21:00:00,2.81,4
29/06/2022 22:00:00,2.192,4
29/06/2022 23:00:00,2.019,4
30/06/2022 00:00:00,2.495,4
30/06/2022 01:00:00,3.443,4
30/06/2022 02:00:00,4.579,4
30/06/2022 03:00:00,5.578,4
30/06/2022 04:00:00,6.213,4
30/06/2022 05:00:00,6.331,4
30/06/2022 06:00:00,5.831,4
30/06/2022 07:00:00,4.934,4
30/06/2022 08:00:00,3.927,4
30/06/2022 09:00:00,3.023,4
30/06/2022 10:00:00,2.324,4
30/06/2022 11:00:00,2.042,4
30/06/2022 12:00:00,2.453,4
30/06/2022 13:00:00,3.383,4
30/06/2022 14:00:00,4.514,4
30/06/2022 15:00:00,5.569,4
30/06/2022 16:00:00,6.286,4
30/06/2022 17:00:00,6.506,4
30/06/2022 18:00:00,6.125,4
30/06/2022 19:00:00,5.278,4
30/06/2022 20:00:00,4.244,4
30/06/2022 21:00:00,3.23,4
30/06/2022 22:00:00,2.423,4
